52458,1174,5
56764,20,-1
44403,1575,9
55378,4975,-1
37415,16049,7
19978,59,10
1487,14719,9
23786,4087,9
57307,31859,-1
21116,4081,-1
53123,19111,9
2951,303,10
8306,5279,6
61299,756,9
10283,16916,-1
52240,237,10
44349,11761,8
65034,2001,-1
59002,120,8
21926,18095,7
18257,777,8
45991,30831,8
39110,207,8
43640,1427,8
65919,16592,-1
18821,934,-1
41557,338,10
50506,156,6
41635,2001,10
34331,6702,7
17,908,-1
6638,22319,8
43261,13331,10
1385,13667,-1
54727,52,7
59021,241,-1
69281,986,8
61065,495,8
68792,4182,4
65174,32438,-1
49223,757,9
30295,4726,-1
3364,13161,8
25101,857,10
14404,2999,5
71442,384,7
19011,162,7
20996,10604,7
62247,22319,9
53959,2458,7
33176,8525,9
29793,32281,9
23427,109,8
22750,1195,9
62108,8408,10
71051,13601,9
33785,9919,7
43302,9379,7
56113,25397,-1
40606,10080,9
16273,322,9
23825,15225,-1
64664,2563,8
26410,13587,8
34640,14837,7
30576,248,8
47238,8841,8
35401,34085,5
7648,257,-1
65875,14355,6
6120,1588,9
60422,6980,9
19327,18393,-1
25533,3652,5
9604,22789,10
5973,381,-1
62065,22319,10
33043,9989,-1
36487,861,9
71709,10620,10
54883,4282,9
12352,6746,-1
48261,24833,9
54472,3419,7
51519,60,9
16367,756,10
56893,4794,6
38712,31405,8
68851,16498,-1
62848,22199,8
19040,13601,10
67617,138,8
9059,28977,9
8282,2251,7
28435,23551,-1
32185,8630,7
69544,15583,-1
17,31149,7
16267,357,9
25988,28817,10
31523,17389,8
36771,2926,9
23247,31665,7
16885,44,10
73153,3965,7
22294,1015,-1
32663,19315,1
4026,24765,8
23669,339,7
22995,2904,9
14119,1579,4
71239,4224,8
44722,6573,-1
26260,16067,9
30377,15225,-1
52884,19669,-1
44947,11079,-1
6101,164,9
25848,226,8
64237,16498,-1
67349,2594,10
65272,430,-1
42492,6746,7
71537,457,8
29688,21405,9
39087,14967,-1
22394,22,8
5053,31741,7
65743,71,7
7412,6948,9
46063,4015,6
35668,3470,8
47846,18893,7
57868,1015,10
64898,9919,-1
64233,12979,9
25837,94,7
13928,18679,10
32062,11013,10
21752,31318,7
46158,13759,9
44929,11319,1
38228,2683,7
34082,26441,-1
26248,492,8
6550,17491,-1
49121,534,-1
26064,10067,-1
23594,10110,8
51777,7902,7
39152,265,9
2701,31405,7
14752,6201,6
67590,16,-1
31035,16005,7
73503,2001,7
33175,597,8
23433,389,7
11198,8795,-1
38466,898,8
57581,30383,9
15397,532,-1
24326,904,-1
34858,11759,-1
23555,15125,-1
3020,1531,-1
30715,1478,8
42471,3958,-1
23560,6895,10
28859,9756,9
16554,21881,7
58001,2606,5
67296,270,10
49843,2460,-1
4572,11633,8
71874,13675,8
65426,15439,10
56967,15451,8
65531,3901,10
35018,23283,8
24741,28891,-1
68013,512,7
41504,12859,9
71977,27989,8
57621,894,6
52923,1889,8
49522,177,9
65032,22273,-1
38503,8937,6
30823,9736,6
47910,20159,-1
1482,10719,9
44945,14513,8
31888,14189,-1
10150,5680,9
15552,5114,10
54923,5341,8
30387,10073,-1
48937,6880,6
31539,4654,7
67289,4063,8
53639,937,-1
19098,21867,9
34182,31478,7
65052,11771,5
16308,57,8
37630,16732,8
7213,31706,6
18399,31326,9
19429,270,8
53764,4752,10
12598,11179,6
44596,30307,7
7002,91,7
43208,31404,7
2664,12859,9
36208,27899,10
2110,59,8
31005,28423,10
49841,1698,9
6303,4722,9
24729,15487,5
3610,23327,7
40841,10162,10
23275,8525,8
56541,1860,7
24998,15583,-1
42388,19111,-1
37157,10790,7
54293,9510,-1
47763,2001,10
48707,26443,-1
30317,7739,7
8747,7858,10
729,853,-1
21932,16694,8
8030,953,10
59370,6351,-1
14385,23277,-1
41957,64,7
24825,3759,9
55208,819,6
16366,357,-1
58453,2385,9
15736,10080,8
40722,12293,8
55226,10080,6
1937,30,7
46217,792,8
41583,4555,9
54166,759,-1
40078,7720,9
50789,2985,9
10229,653,10
5554,24133,8
69714,8424,6
58006,1858,8
40931,30885,-1
32922,14813,6
26868,19815,9
12461,8795,-1
10541,6973,7
68018,6956,-1
2106,5667,-1
541,166,7
64983,4224,10
37800,8525,10
59487,1566,-1
47031,2020,7
54304,9617,10
37349,7858,7
72141,27821,10
51035,5205,9
5222,132,8
33787,28999,3
37232,7724,-1
8115,24,8
53198,1956,-1
23386,2001,9
25519,4063,7
23009,9736,9
11024,1233,-1
40053,4970,7
20192,12175,7
66503,861,9
65595,21881,9
30722,10578,-1
27990,16385,-1
16823,16668,7
43023,96,-1
66021,150,-1
26160,9926,9
5092,467,-1
66589,269,9
46428,256,10
3338,23289,8
2634,14467,-1
51979,182,-1
71989,22297,10
70448,13331,-1
67564,2251,8
15494,79,9
57921,268,-1
58893,5630,8
62008,6702,10
23340,16498,8
41543,7311,10
49410,2920,4
29540,20919,-1
41810,4835,7
66027,13759,10
66894,9545,7
49652,430,8
57903,22199,8
40134,1860,-1
6971,11285,6
58473,59,6
72527,155,-1
25193,6746,9
5313,65,9
39926,1575,10
39988,6676,10
43935,13161,7
40775,25,-1
21206,9330,8
28103,429,-1
31784,10604,9
30394,18343,-1
66463,13535,8
36728,2025,7
20354,27899,8
72913,20785,6
12718,23421,7
27527,11757,6
54898,16774,4
59547,1489,-1
41730,694,-1
27533,891,7
65944,5593,5
16821,257,9
69054,154,7
59362,6645,5
65063,1581,5
2051,19769,6
40065,14349,9
27662,9314,8
9135,16001,-1
57067,16762,-1
71300,23755,9
61140,530,-1
5244,517,-1
64334,16742,7
70439,4155,9
58559,31,-1
69115,14289,-1
2989,13411,4
64282,12549,6
38825,7791,9
35406,11887,9
8119,1840,9
67963,2164,9
26665,6675,8
58517,13159,6
1589,5680,8
2863,3588,9
1530,2025,10
51498,109,8
6679,168,9
18934,18897,10
61202,57,9
13569,12859,10
23750,177,8
48375,87,7
48065,15051,-1
244,33338,8
28196,24405,8
5665,168,8
14350,3457,7
39053,1827,8
30892,5356,8
23168,8408,9
27254,28617,-1
58795,77,8
61344,15863,-1
21796,687,10
47941,846,10
71962,1482,8
30314,14227,8
8405,1004,7
21283,6746,9
41403,23755,8
59964,3318,2
48536,14173,-1
62081,15085,-1
56708,416,9
49519,5341,9
57660,10216,8
24617,3464,8
67106,3342,-1
25760,6953,1
32869,10620,9
27987,30276,-1
29498,512,9
15333,15689,10
63429,30503,10
25341,3572,10
65709,6811,-1
34241,1840,6
9105,5141,-1
66819,13601,10
5965,276,7
66882,5681,10
57421,11887,7
60476,10470,9
25702,972,5
10694,2904,10
18365,7054,-1
25683,9736,4
50924,732,9
52016,3225,7
51693,7647,7
12651,7054,9
66117,1042,1
15124,2116,10
52579,1535,10
30235,15335,9
58508,25,6
39870,10049,-1
50603,209,9
60140,2459,-1
12150,29093,7
44604,552,-1
70999,228,9
15666,1519,9
51237,641,5
46372,2025,9
66073,7769,9
54084,1954,-1
36741,31147,9
30193,19151,6
32172,28907,-1
3467,1559,6
50229,5114,10
32782,2251,-1
63754,25781,7
37780,3455,-1
65744,9041,7
34817,27899,8
41993,7647,10
18313,4059,8
25194,8440,9
38082,199,-1
2526,6336,8
65345,13367,4
65312,2198,-1
9159,190,6
11313,811,6
21763,13663,10
39252,227,8
40744,5356,7
15702,9253,10
37861,10790,7
39408,12461,8
49622,2986,8
32932,12355,9
32565,11757,7
64849,150,10
32426,31251,7
1691,16498,9
17646,32370,4
32272,11111,-1
787,1519,8
72811,6324,7
21730,8408,9
25783,12477,-1
15683,3033,10
24347,4087,10
54722,1978,6
68617,2273,9
57868,75,9
4512,26055,6
65615,10711,-1
68578,3713,9
52884,889,-1
10923,1840,10
13679,357,6
45965,8074,6
46260,11111,9
67113,11757,1
47424,228,-1
22395,14527,9
4774,323,8
58808,874,8
42199,249,-1
3479,9062,7
24796,20047,6
11334,81,8
19593,1103,7
59645,1261,-1
5713,3737,-1
5705,20909,-1
48805,23289,8
8705,6512,7
59079,940,6
35733,9724,9
57736,405,7
55212,861,9
11760,59,7
65743,566,6
60777,8460,5
46758,5262,-1
18443,27899,4
14575,5680,6
48367,2595,6
36831,32365,7
33702,23459,-1
55217,1164,8
23132,1519,10
1553,7724,-1
26275,3229,8
38987,9656,9
44435,5081,6
46359,20723,-1
19231,11597,7
17979,8841,9
49348,934,10
29513,9617,9
58214,317,8
10650,9465,9
31183,20931,8
44923,7396,-1
52058,465,9
48080,27631,7
40759,9969,9
57572,646,-1
3112,759,9
16378,225,7
26671,1303,-1
3208,18689,-1
23659,3782,-1
72936,687,9
26661,8675,7
59615,1815,9
59716,9465,7
4019,5958,9
20053,940,6
1096,846,8
19759,16762,7
4358,30503,10
57832,216,6
67472,6045,8
36095,19111,9
30065,878,-1
68994,15039,10
16031,25429,6
19287,334,6
36898,460,9
25673,11665,8
37377,30363,8
26505,356,10
25730,1576,5
60330,2605,8
20385,8937,8
26175,6633,6
51693,4713,7
6560,174,-1
59582,101,9
48766,13677,-1
23860,11285,8
23298,3092,9
43130,22961,9
10356,1498,-1
55077,3092,9
24345,543,9
25968,50,9
19529,2472,-1
19454,2167,7
25966,3841,10
40631,2330,10
38249,6682,-1
53716,2025,10
10914,1889,8
39813,6702,10
1038,19815,8
65941,202,10
37864,325,7
50714,14075,7
31317,101,10
38109,1119,8
50287,3318,7
4725,9919,8
11359,1343,6
58623,411,9
71491,23459,7
40843,14713,-1
7333,2236,8
4046,6347,8
23367,8422,7
11423,23325,4
8332,1408,8
39696,6421,10
70261,28999,8
45099,199,8
35103,7711,9
30837,11887,-1
54201,8634,9
62631,22135,9
44913,31498,-1
22255,6324,7
72047,14713,9
60375,13469,6
19389,10460,10
54116,77,9
22244,6165,8
15311,25781,10
52265,1852,6
64497,14813,9
58483,5686,5
24995,16001,7
27244,6895,9
17608,32566,6
23914,25183,7
27133,2889,6
26343,240,-1
70655,813,8
1885,14131,10
6678,4970,-1
47871,6895,4
31734,20931,-1
66468,740,8
71884,11123,-1
13071,17641,8
21909,24991,5
27648,6747,5
9752,32379,5
26176,9135,8
40031,10110,7
8761,21105,6
6970,25687,6
53492,1369,-1
6270,368,-1
22870,394,8
53343,1818,10
37823,9756,10
67904,12471,8
70176,14189,5
54944,1379,8
27626,2969,-1
39731,7017,-1
70124,2248,-1
25354,4059,7
45475,9001,7
15603,30,9
1841,16123,-1
44515,477,8
6381,4798,7
33820,1575,10
62100,5958,7
40838,953,-1
4398,389,10
4177,5764,6
58064,1196,7
42802,17895,10
2409,12879,7
61149,9331,7
42635,2556,7
71792,1732,8
3469,11783,8
69168,205,8
58457,13161,8
26461,2605,10
16158,12355,9
72593,4081,-1
45129,71,-1
5356,405,6
52447,11583,-1
39641,22199,7
45115,21327,8
11611,10030,9
11283,30307,9
23430,740,9
26827,13055,7
22011,3468,8
19331,9617,6
69351,10110,8
66464,1074,8
15179,14741,10
6847,2605,7
42345,11617,8
37367,22199,8
46533,15451,9
24623,8769,7
2554,23209,6
5475,73,7
54080,19369,7
56502,102,-1
7617,4472,7
15060,5081,-1
15345,861,7
58219,208,8
38454,14813,8
58226,202,8
55885,21855,7
46991,31804,-1
42348,16498,9
44864,8074,-1
67778,202,10
54319,13055,-1
1622,2926,-1
48248,5,8
64685,9041,-1
61408,6895,7
41442,1818,7
13954,4475,2
26803,987,7
43388,19365,8
56668,4107,10
7948,10863,8
37534,19221,9
23465,23273,10
26907,7311,-1
55510,6,9
30821,12445,10
32944,23283,10
34920,8057,7
7283,12579,-1
21585,6746,9
30820,1575,9
6383,270,8
10744,467,9
55902,6768,-1
47006,2890,-1
67928,1538,9
54255,1593,6
5751,8536,7
42728,8525,6
34354,9656,7
62767,32282,10
415,1367,8
32060,5030,-1
35091,27899,10
49293,18499,8
37016,3167,8
56599,6164,-1
6283,4722,8
9032,6203,9
21079,6895,9
73510,10897,6
28453,3701,7
39638,7785,9
50570,877,6
71792,2408,7
72814,11633,8
9629,29325,7
53171,5041,6
574,12113,-1
30308,11111,-1
61024,2536,-1
41654,9330,9
21085,227,5
10704,430,8
43686,4026,-1
37186,10719,5
24150,529,-1
65108,10808,8
61050,14227,9
65698,4722,9
48261,28617,8
71362,30749,7
3751,3588,8
42696,25083,7
58306,4722,8
57646,2759,9
11412,174,6
50747,6213,-1
56513,30276,6
67931,80,-1
7421,6573,10
10221,6164,7
66379,11499,7
48080,15201,7
53861,780,10
28412,1815,6
34401,853,-1
26053,4654,10
64623,17725,7
54528,9331,6
57863,565,7
11550,3091,10
72404,4107,8
46426,18679,10
41337,23289,8
51965,9938,5
25079,64,2
7100,908,9
17885,21507,-1
35671,20787,6
15786,6547,10
57664,177,-1
71165,12291,10
31482,13659,4
21120,6324,10
5214,1622,7
12511,15451,-1
28927,459,9
49218,906,7
18912,16201,10
49447,6163,6
14331,21995,-1
54079,267,9
56590,15391,6
41858,846,10
31745,11887,8
66989,165,7
10702,11979,-1
1456,19685,7
64476,532,-1
38479,31251,9
58235,71,9
3557,2581,8
30587,6377,7
37311,31764,10
13103,8841,9
8115,9712,7
51869,7662,-1
44138,14837,6
45307,11771,-1
29090,22319,6
68223,2685,9
62546,2904,9
16848,5940,6
15244,8740,-1
45239,18745,-1
64682,14227,-1
25132,9062,10
29131,11843,10
40912,251,7
13353,10790,9
65840,19759,7
49724,3784,8
53379,2353,10
30779,199,9
14653,1482,-1
60575,1272,-1
67296,2905,8
1664,6547,8
28623,10162,8
32249,18679,10
42802,30276,9
3982,6594,8
41822,98,-1
10850,5538,8
18823,196,9
65117,11111,9
69184,9107,7
11055,12355,9
38404,11759,8
38059,1840,8
48469,18849,7
51379,740,-1
59573,17641,7
38232,10155,4
45185,15699,7
59302,15199,-1
73070,7062,7
32971,27831,9
55411,853,9
45353,2167,9
58338,8792,6
48990,5680,10
16030,3731,-1
33982,20449,6
65872,64,4
3032,2476,9
42097,7059,9
31374,28979,8
48449,527,9
44910,136,8
61812,28121,9
46877,11757,9
5148,22147,6
19328,1818,7
22936,10418,7
1354,11887,8
6181,199,8
20060,32438,10
51933,469,10
61902,25099,8
38168,6773,-1
15888,8038,9
49357,1492,7
37009,6500,8
26388,15687,6
26968,10087,9
6695,1535,10
5387,2161,-1
22771,9750,5
65212,10163,7
57726,65,6
42917,16894,9
2632,10572,8
39759,11617,-1
5235,10588,-1
58768,437,-1
64874,1887,6
30715,146,7
48975,8063,-1
25770,8078,5
47716,26349,5
48850,16782,8
25591,20159,10
18088,11633,8
48389,22593,10
67635,3927,9
7114,32681,6
67098,4725,7
36963,2563,-1
35516,28999,-1
52197,23199,8
21259,22789,9
45927,25879,10
1145,20709,-1
50656,1861,8
46347,16592,8
52772,168,6
4437,30911,3
4244,5042,8
33480,5150,6
54584,30,10
51882,355,8
514,14227,7
31032,22319,6
10751,381,6
66155,4744,6
22977,1051,9
33173,482,-1
18134,356,7
73193,4814,-1
62912,17074,10
49399,1622,8
41300,10589,-1
28680,8861,7
9708,14199,6
16559,136,8
55284,4975,8
19234,365,-1
25975,10357,7
53982,2130,6
38241,4654,10
27830,16011,8
41536,6163,8
9670,4999,-1
19796,16049,10
56810,26441,8
71477,9690,-1
14358,12711,-1
45048,24455,8
50659,3457,7
28385,2159,10
47239,19221,6
25497,9510,8
31922,28171,8
44883,1818,8
32164,18507,7
70141,7593,6
17640,896,9
48895,9936,10
36833,4151,8
34399,2236,-1
6949,880,7
533,14837,8
61820,13125,10
21926,6351,10
57605,10271,8
32339,18001,8
69813,21569,10
18399,11597,9
16981,20507,7
38797,552,7
19498,4884,8
71851,32634,6
59655,6896,8
54069,8064,7
34514,6773,8
53976,4280,8
4905,4134,6
48097,11751,8
69611,372,7
58469,1498,7
47231,20365,-1
33631,2966,9
68021,1019,9
18355,21881,5
70626,32681,8
25153,9919,9
27489,10161,9
5549,5081,-1
16043,21105,7
35203,22877,7
29931,4835,-1
3250,408,7
15488,10110,7
32916,23079,-1
69251,23447,-1
16124,245,8
38145,67,-1
11137,10790,7
45792,31043,8
1771,22865,7
2632,1535,8
23140,12293,9
25889,13601,9
44457,7805,-1
54278,6884,6
59740,16149,8
64352,2476,2
48788,16662,8
48024,10490,5
5516,413,3
68175,762,7
23182,4081,8
12131,825,-1
9231,1686,7
19900,4224,-1
49987,59,-1
735,8676,8
36117,31756,7
35203,22865,8
38488,10620,8
29675,5680,-1
22470,19769,7
3944,8769,7
13285,9919,10
50262,4744,3
1034,9982,10
59453,2899,6
6545,6746,-1
35767,24627,8
49095,2479,5
42654,7338,9
52232,64,6
60545,53,8
27364,4214,8
3173,6707,8
61226,905,5
51707,13203,8
6125,339,8
34164,7054,9
12888,12967,9
19368,14467,8
2951,15199,9
25889,102,10
22470,6828,-1
20128,7647,8
5147,2961,7
41382,14807,10
51693,379,6
46954,23945,7
30308,30600,-1
55297,5162,9
41469,10408,9
53692,72,-1
22461,32360,10
32977,14921,-1
56443,1,10
55510,7465,8
54966,28927,9
31428,11577,-1
44125,16592,10
9397,202,8
50678,1089,9
21883,11887,5
64368,31964,8
56380,4437,7
63367,20,9
69878,30749,-1
30667,72,9
6836,18677,7
46696,12049,7
59938,376,-1
34612,23673,10
20908,1641,10
65682,31995,-1
58961,5734,10
71833,30240,7
26610,4722,8
23975,4827,3
12307,12729,6
51281,1195,7
73234,20785,5
53558,4214,10
67185,2144,10
42533,10790,8
29624,246,7
10834,30437,6
4353,15729,10
8815,3457,10
58131,5712,8
48364,9919,8
2471,223,10
24988,336,10
13881,269,7
6779,853,8
24706,20507,-1
72873,9989,8
39921,8314,6
69561,1254,8
73304,2236,9
47388,853,6
38472,10408,9
68473,130,6
35701,10495,9
27501,7724,10
29443,3503,7
12469,28381,-1
21247,20931,6
10852,10110,-1
49786,1842,9
6038,3105,7
30672,1519,8
21354,8074,9
49930,2014,7
30684,8934,-1
51138,5521,-1
10669,1797,-1
23807,10495,8
45299,169,6
16178,10622,-1
12903,22729,8
39055,9544,6
38526,21085,9
32825,2236,8
51271,15,8
71025,6347,6
45896,3783,9
66130,8487,6
9698,3588,-1
37261,29785,9
21632,5764,-1
5380,64,8
68619,4028,7
33670,684,5
12114,21603,8
70820,13759,9
6940,451,6
27808,5671,7
46329,15225,-1
70017,853,8
61367,5,7
73362,4654,9
50748,2418,9
49420,4437,7
66319,8937,9
25656,6045,10
60730,180,7
61407,7674,9
46112,17909,-1
29468,4752,7
23908,10083,8
32406,195,9
14814,10589,7
62863,25143,10
6865,13759,7
53496,1239,6
51014,3455,7
57407,10793,9
70800,13759,9
62600,1195,6
11059,2759,9
54845,12467,-1
26533,9989,9
61207,47,10
10456,94,9
51479,158,8
24717,57,8
32070,2265,-1
8629,9981,7
13052,7054,8
66440,121,10
15064,2904,10
14097,14131,8
21840,1575,8
17698,442,8
55406,7148,8
59078,5333,5
13065,10863,10
24982,10396,8
3046,10588,-1
9984,18767,-1
25693,5682,9
54539,7322,8
41744,8465,5
40996,12293,10
11546,5630,9
66425,741,6
26313,4033,-1
33217,11757,10
71156,14349,7
40369,8460,5
1870,16742,-1
14679,2923,6
19575,19769,6
29579,14513,9
12375,3359,-1
24121,20939,7
52475,4794,-1
72250,8769,8
57266,2787,8
7702,281,8
66570,28,-1
65451,13125,10
11730,1535,8
17274,3655,7
25188,32668,8
6008,2104,9
8660,14813,-1
33214,30307,8
20336,10321,-1
20792,177,10
64905,4725,9
45217,1818,10
26025,3455,2
43319,1535,8
17969,4224,-1
60896,17269,7
53642,8407,8
12702,2979,5
2422,5356,6
7590,20,8
61499,9926,9
47620,139,-1
62228,26,7
66806,226,10
14565,15417,-1
19521,5072,6
22213,5114,10
15272,8769,9
26485,4026,5
46476,31374,-1
41458,6211,9
52554,164,-1
28426,18857,5
23460,1889,9
18754,11617,8
52847,5114,-1
6773,1007,9
60407,136,-1
63132,6547,9
6247,61,7
23950,9062,10
58424,18857,8
57731,166,5
3391,21085,-1
26423,18245,10
29448,550,9
71509,9919,7
58107,241,7
55334,4896,-1
51930,135,9
51155,532,7
50980,10798,7
40851,1210,8
2048,21659,7
24059,24231,8
7362,4282,-1
39909,10719,9
55101,5226,9
58196,122,-1
39607,189,7
45253,10497,7
21758,31704,10
64788,17821,5
10297,633,9
66014,155,-1
68619,8460,7
68766,1689,6
13620,19369,7
49852,356,8
13683,4725,9
15027,21881,8
28507,5667,7
19138,6,7
23371,3457,7
38179,11785,8
67225,400,10
51468,3247,6
47426,20847,-1
19055,7791,10
38859,7791,-1
40854,4224,9
73158,9332,-1
42814,9936,6
53129,269,9
28707,10020,-1
53899,438,7
4038,223,10
72859,120,-1
60290,11703,4
26423,11617,10
12774,20899,7
48561,5680,7
27710,21743,9
49581,116,9
23747,71,7
18805,3604,10
23135,9471,8
22206,9989,-1
56796,13469,8
13555,29317,8
54262,889,9
62059,10196,5
2236,227,-1
35911,15793,6
25002,9750,6
18759,29803,10
4662,4053,8
17363,9756,8
40265,2923,8
47982,11759,8
15239,10079,6
50545,8915,9
26459,20431,7
43117,13161,-1
13494,10418,8
61428,174,8
28018,10336,-1
58652,1118,-1
7213,12979,6
54791,243,-1
41652,22729,7
30149,3782,9
13789,11783,10
69405,918,7
25718,532,10
30359,880,-1
18692,11111,10
44250,849,10
31256,4214,-1
7366,1575,7
43125,11737,4
29034,71,7
14190,11499,8
69408,228,9
69477,449,-1
40997,12671,5
26289,15605,-1
8069,565,9
2754,889,10
23561,9723,7
42292,1535,9
6773,11837,7
14238,4835,10
5943,747,10
40957,2994,7
33862,8525,7
38846,892,10
9573,26349,8
13256,9989,8
59387,339,9
41100,31737,9
28530,7817,-1
32807,2593,8
57787,1719,-1
58232,1709,-1
23983,5060,8
12797,26213,8
29750,32953,8
54898,849,10
56011,120,7
51313,2969,10
22446,10271,9
68473,16668,9
20704,20689,-1
52344,2237,-1
71819,31,-1
25770,636,5
49633,10080,8
49662,6408,3
43092,22199,7
68925,10578,6
53698,846,8
29276,10049,9
56366,18677,6
53441,356,10
66728,2593,7
69026,2386,-1
46681,24991,-1
40547,9330,9
70467,14289,9
18297,15487,6
20278,18277,9
60034,12403,8
71207,1889,7
27920,20507,8
20384,15225,6
9729,7711,8
25190,48,9
27013,11617,-1
31962,20,7
40694,31240,7
21206,15613,10
20304,28805,10
12338,21085,6
3214,29809,5
63600,4654,5
12054,30276,9
65948,28927,10
67349,850,-1
13394,9989,9
41524,1292,8
48302,14967,8
12804,9362,10
52353,5,6
271,23121,6
8371,2952,10
49974,2744,7
20290,2904,10
66731,147,8
59325,853,-1
48576,63,7
16725,10209,9
52902,2969,-1
46059,6127,9
11403,1409,6
50552,30,7
61484,1084,9
37650,11703,8
59587,21809,4
15031,14467,9
13110,13469,8
43474,19291,-1
5735,889,8
12177,1860,9
35479,2386,1
29991,888,-1
48145,14713,7
70362,27957,8
41816,1519,9
57061,7088,6
54390,801,10
47871,20431,8
17377,5955,7
50069,1172,10
58123,1486,10
13088,9989,-1
39400,10080,8
25444,13759,-1
4647,19815,9
7569,2418,9
69891,2403,5
68334,25,9
49094,4250,5
20467,777,9
